Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score
Sam's Club Tire & Battery Center,Vendor Managed Inventory,250,5.5,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Sears Auto Center,Vendor Managed Inventory,400,7,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90
Walmart Auto Care Centers,Vendor Managed Inventory,200,4.5,2,98,91,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85
Pep Boys,Lean Manufacturing,"20,000",10,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85
O'Reilly Auto Parts,Lean Manufacturing,500,5,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80
AutoZone,Lean Manufacturing,200,6,3,97,88,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88
Advance Auto Parts,Lean Manufacturing,300,5,12,91,87,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85
NAPA Auto Parts,Agile SCM,100,4.2,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,82,12,7,High,90,85
Jiffy Lube,Lean Manufacturing,250,6.5,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85
Valvoline Instant Oil Change,Lean Manufacturing,"20,000",7.5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85
Meineke,Agile SCM,150,5.8,10,90,92,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,81,11,8,High,88,85
Firestone Complete Auto Care,Sustainable SCM,"1,300,000",5,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Goodyear Auto Service,Agile SCM,200,5.5,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
Midas,Lean Manufacturing,200,6.5,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Big O Tires,Agile SCM,500,6,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Les Schwab Tire Centers,Demand-Driven SCM,150,5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Discount Tire,Agile SCM,250,5.8,14,90,91,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85
Tire Kingdom,Lean Manufacturing,300,4,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85
NTB - National Tire & Battery,Agile SCM,"100,000",4.5,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
America's Tire,Lean Manufacturing,200,5.5,4,95,89,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85
Mavis Discount Tire,Agile SCM,"10,000",5.8,15,95,90,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,82,8,12,Medium,88,85
Tuffy Tire & Auto Service,Lean Manufacturing,"1,000,000",5.2,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,81,10,10,Medium,85,80
Precision Tune Auto Care,Vendor Managed Inventory,200,4.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
Mr. Tire Auto Service Centers,Efficient Consumer Response,300,8.2,11,90,87,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Hibdon Tires Plus,Sustainable SCM,150,4.2,9,93,93,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85
Tire Warehouse,Lean Manufacturing,100,5,5,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85
Town Fair Tire,Agile SCM,100,5.8,10,92,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Tire Barn Warehouse,Lean Manufacturing,300,4,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,80,12,8,High,89,85
Tires Plus,Agile SCM,400,4,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85
Tire Discounters,Demand-Driven SCM,400,6,20,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80
AAA Car Care,Lean Manufacturing,300,4.5,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Big Brand Tire & Service,Agile SCM,150,6.5,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,82,9,15,Medium,85,80
Dunn Tire,Vendor Managed Inventory,500,6,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85
Belle Tire,Vendor Managed Inventory,1200,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Sullivan Tire and Auto Service,Agile SCM,359,4.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Bruce's Tire,Agile SCM,459,10,10,90,91,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85
Plaza Tire Service,Sustainable SCM,876,6.2,12,88,87,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78
Fleet Farm,Vendor Managed Inventory,655,4.2,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Costco Tire Center,Just-In-Time,4444,5,12,90,90,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,80,9,8,High,88,85
Sam's Club Tire & Battery Center,Vendor Managed Inventory,433,6,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85
Sears Auto Center,Lean Manufacturing,12000,5,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Walmart Auto Care Centers,Lean Manufacturing,300,5.2,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85
Pep Boys,Lean Manufacturing,200,4.2,14,88,88,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,82,10,10,Medium,85,80
O'Reilly Auto Parts,Vendor Managed Inventory,"20,000",4.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,81,10,5,High,90,85
AutoZone,Agile SCM,500,5.8,11,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Advance Auto Parts,Vendor Managed Inventory,100,4,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
NAPA Auto Parts,Agile SCM,200,10,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85
Jiffy Lube,Agile SCM,"20,000",4,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Valvoline Instant Oil Change,Lean Manufacturing,400,6,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Meineke,Lean Manufacturing,"1,500",5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85
Firestone Complete Auto Care,Agile SCM,200,6,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85
Goodyear Auto Service,Lean Manufacturing,500,50,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Midas,Vendor Managed Inventory,300,6.2,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Big O Tires,Lean Manufacturing,500,4.2,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80
Les Schwab Tire Centers,Demand-Driven SCM,250,10,18,88,85,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,81,10,12,Medium,85,80
Discount Tire,Lean Manufacturing,300,5.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85
Tire Kingdom,Sustainable SCM,250,3.5,10,92,94,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85
NTB - National Tire & Battery,Lean Manufacturing,"10,000",8.2,10,90,91,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85
America's Tire,Vendor Managed Inventory,100,5.2,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Mavis Discount Tire,Lean Manufacturing,"75,000",7,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
Tuffy Tire & Auto Service,Vendor Managed Inventory,"70,000",5.5,20,88,91,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80
Precision Tune Auto Care,Agile SCM,100,6,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
Mr. Tire Auto Service Centers,Lean Manufacturing,200,6,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90
Hibdon Tires Plus,Agile SCM,500,10,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85
Tire Warehouse,Sustainable SCM,300,8.3,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Town Fair Tire,Lean Manufacturing,300,6,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80
Tire Barn Warehouse,Agile SCM,500,5,10,94,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,82,12,7,High,90,85
Tires Plus,Lean Manufacturing,400,7.5,15,91,93,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,81,10,10,Medium,85,80
Tire Discounters,Vendor Managed Inventory,150,6,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
AAA Car Care,Agile SCM,100,6,20,88,90,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80
Big Brand Tire & Service,Sustainable SCM,200,4,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Dunn Tire,Vendor Managed Inventory,150,4.2,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Belle Tire,Just-In-Time,"20,000",4.5,11,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Sullivan Tire and Auto Service,Lean Manufacturing,100,5,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90
Bruce's Tire,Agile SCM,"1,300,000",4.5,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80
Plaza Tire Service,Demand-Driven SCM,200,4,12,91,93,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85
Fleet Farm,Agile SCM,300,5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Costco Tire Center,Agile SCM,100,5.8,14,90,93,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,82,10,10,Medium,85,80
Sam's Club Tire & Battery Center,Agile SCM,400,5.5,7,99,92,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,81,15,3,High,95,90
Sears Auto Center,Cross-Docking,150,4,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Walmart Auto Care Centers,Agile SCM,150,7.7,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
Pep Boys,Lean Manufacturing,100,9,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
Yara International,Just-In-Time,300,2,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
Nutrien,Agile SCM,150,1,9,92,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85
The Mosaic Company,Demand-Driven SCM,500,7,2,98,94,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85
"CF Industries Holdings, Inc.",Vendor Managed Inventory,400,8,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85
EuroChem Group,Vendor Managed Inventory,300,5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
K+S AG,Vendor Managed Inventory,300,5.8,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
ICL Group Ltd.,Lean Manufacturing,100,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85
OCI N.V.,Lean Manufacturing,300,4,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85
Uralkali,Lean Manufacturing,300,6,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90
Sinofert Holdings Limited,Lean Manufacturing,"10,000",4.5,2,98,90,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85
Haifa Group,Agile SCM,"20,000",6.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
SQM (Sociedad Química y Minera),Lean Manufacturing,500,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
OCP Group,Agile SCM,200,4.2,3,97,87,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88
Agrium Inc.,Lean Manufacturing,100,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,80,11,10,High,88,85
PotashCorp,Cross-Docking,150,10,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85
Terra Nitrogen Company,Agile SCM,250,6.2,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
"Koch Fertilizer, LLC",Lean Manufacturing,400,4.2,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
SABIC (Saudi Basic Industries Corporation),Agile SCM,200,5,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,82,11,8,High,88,85
Indian Farmers Fertilizer Cooperative Limited (IFFCO),Sustainable SCM,"20,000",6,22,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,15,Medium,85,80
Coromandel International,Agile SCM,500,5,18,90,90,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85
Gujarat State Fertilizers & Chemicals (GSFC),Lean Manufacturing,200,5.2,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,81,10,12,Medium,85,80
Rashtriya Chemicals & Fertilizers (RCF),Agile SCM,300,4.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80
Zuari Agro Chemicals Ltd.,Demand-Driven SCM,100,4.2,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Deepak Fertilisers and Petrochemicals Corporation Ltd.,Agile SCM,250,5.8,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85
Chambal Fertilisers and Chemicals Ltd.,Lean Manufacturing,"20,000",4,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85
Tata Chemicals Limited,Agile SCM,150,10,15,91,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85
Paradeep Phosphates Limited,Lean Manufacturing,"1,300,000",4,4,95,90,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,80,12,5,High,90,85
Indorama Fertilizers,Agile SCM,200,6,15,95,90,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,80,8,12,Medium,88,85
GrainCorp Limited,Lean Manufacturing,200,5.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
"Mosaic Fertilizer, LLC",Vendor Managed Inventory,500,6,8,94,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85
"Brandt Consolidated, Inc.",Efficient Consumer Response,150,50,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80
"Helena Agri-Enterprises, LLC",Sustainable SCM,250,6.2,9,93,85,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,81,10,7,High,90,85
Wilbur-Ellis Company,Lean Manufacturing,300,4.2,5,93,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85
"Loveland Products, Inc.",Agile SCM,"100,000",10,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85
"Growmark, Inc.",Lean Manufacturing,200,5.2,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85
J.R. Simplot Company,Agile SCM,"10,000",3.5,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85
Compass Minerals,Demand-Driven SCM,"1,000,000",8.2,20,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80
"CF Industries Nitrogen, LLC",Lean Manufacturing,200,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90
Koch Agronomic Services,Agile SCM,300,7,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80
Koch Industries,Vendor Managed Inventory,150,5.5,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85
Koch Ag & Energy Solutions,Vendor Managed Inventory,100,6,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Verdesian Life Sciences,Agile SCM,100,6,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85
Kugler Company,Agile SCM,300,10,10,90,87,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,81,11,8,High,87,85
AgroLiquid,Sustainable SCM,400,8.3,12,88,89,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78
Agro-Culture Liquid Fertilizers,Vendor Managed Inventory,400,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Agro-K Corporation,Just-In-Time,300,5,12,90,88,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85
American Plant Food Corporation,Vendor Managed Inventory,150,7.5,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85
Helena Chemical Company,Lean Manufacturing,500,6,10,92,92,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85
Agrium Advanced Technologies,Lean Manufacturing,300,6,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85
Planet Turf,Lean Manufacturing,200,4,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,80,10,10,Medium,85,80
Supreme Growers,Vendor Managed Inventory,"20,000",4.2,8,94,92,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85
Southern States Cooperative,Agile SCM,500,4.5,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Royster-Clark,Vendor Managed Inventory,100,5,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,82,11,8,High,88,85
TIMAC Agro USA,Agile SCM,200,4.5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,81,10,8,High,88,85
"Andersons, Inc.",Agile SCM,"20,000",4,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
Harrell’s LLC,Lean Manufacturing,400,5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
WinField United,Lean Manufacturing,"1,500",5.8,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
AgXplore,Agile SCM,200,5.5,2,98,88,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85
"Yargus Manufacturing, Inc.",Lean Manufacturing,500,4,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
"Plant Food Company, Inc.",Vendor Managed Inventory,300,7.7,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80
Krebbs Fertilizer,Lean Manufacturing,500,5,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80
Richland Fertilizer Co.,Demand-Driven SCM,250,5.8,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Martin Resources,Lean Manufacturing,300,4,11,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Growmark FS,Sustainable SCM,250,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85
CPS (Crop Production Services),Lean Manufacturing,"10,000",6,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,81,11,8,High,88,85
Horizon Ag-Products,Vendor Managed Inventory,100,4.5,10,92,87,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,82,11,8,High,88,85
Midwestern BioAg,Lean Manufacturing,"75,000",6.5,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,81,10,8,High,90,85
Green Valley Chemical Corp.,Vendor Managed Inventory,"70,000",6,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80
"Innvictis Crop Care, LLC",Agile SCM,100,4.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85
XiteBio Technologies Inc.,Lean Manufacturing,200,4.5,7,98,85,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90
Anuvia Plant Nutrients,Agile SCM,500,10,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85
"BioWorks, Inc.",Sustainable SCM,300,6.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85
BioSafe Systems,Lean Manufacturing,300,4.2,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,80,9,15,Medium,85,80
Terramera,Agile SCM,500,5,10,94,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85
Interagro (UK) Ltd.,Lean Manufacturing,400,6,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80
Agri-Products,Vendor Managed Inventory,150,5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80
"Miller Chemical & Fertilizer, LLC",Agile SCM,100,5.2,20,88,88,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,80
Agricen Sciences,Sustainable SCM,200,4.2,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85
AdvanSix,Vendor Managed Inventory,150,4.2,12,89,94,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80
Koch Chemical Technology Group,Just-In-Time,"20,000",5.8,11,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85
Cameron Chemicals,Lean Manufacturing,100,4,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90
"AgriTec International, Inc.",Agile SCM,"1,300,000",10,18,88,93,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80
Biolchim S.p.A.,Demand-Driven SCM,200,4,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85
Tradecorp,Agile SCM,300,6,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80
